user,id,date,flag,text,url
scottmelker,132974887495782e4,2020-11-20,user deleted,$WAVES Incredible. Hard to predict when and where an asset that is moving like this will stop. Have you been riding the waves with me? pic.twitter.com/AuDLVMl0yb,https://web.archive.org/web/20201120113125/https://twitter.com/scottmelker/status/1329748874957819906
Tradermayne,1328252749469819e3,2020-11-16,user deleted,pic.twitter.com/dwwTKpKjqs,https://web.archive.org/web/20201116082700/https://twitter.com/Tradermayne/status/1328252749469818880
scottmelker,1328307828587700200,2020-11-16,user deleted,$WAVES I have discussed this chart on the last few livestreams. What a beauty. pic.twitter.com/RjDO1YKCuv,https://web.archive.org/web/20201116121026/https://twitter.com/scottmelker/status/1328307828587700224
scottmelker,1327266518045e6,2020-11-13,user deleted,$WAVES Yup. It did the thing that we wanted it to do. pic.twitter.com/dW1gtaCWGt,https://web.archive.org/web/20201113153509/https://twitter.com/scottmelker/status/1327266518044995584
scottmelker,1326935942091993e3,2020-11-12,user deleted,"$WAVES While altcoins continue to suffer, WAVES broke out of its downtrend and formed a nice bull flag above support. If this breaks out of the blue channel, I will be very interested. pic.twitter.com/6aaUPHCiCR",https://web.archive.org/web/20201112171924/https://twitter.com/scottmelker/status/1326935942091993090
Tradermayne,1326460417615433700,2020-11-11,user deleted,RT @Tradermayne: Alright people it is finally here! The much anticipated and multiple times delayed follow up conversation with @BTC_Jack…,https://web.archive.org/web/20201111094302/https://twitter.com/Tradermayne/status/1326460417615433729
scottmelker,1324081135652057e3,2020-11-04,user deleted,"The $BOND (still the coolest ticker) TGE is coming on November 15th, two days before my birthday. This was a subtle way of telling you to buy me birthday presents. Seriously though, I invested in the presale and am excited to see this launch. https://twitter.com/Bondedfinance/status/1323627042848575488",https://web.archive.org/web/20201104200857/https://twitter.com/scottmelker/status/1324081135652057092
scottmelker,1324004274506993700,2020-11-04,user deleted,This is a ticket I can get behind. As long as they add Security Of Rap Music to the cabinet. https://twitter.com/SahilBloom/status/1324003739699728384,https://web.archive.org/web/20201104150332/https://twitter.com/scottmelker/status/1324004274506993665
scottmelker,1323936475289948200,2020-11-04,user deleted,Predictable. Things are going to get ugly. https://twitter.com/realdonaldtrump/status/1323864823680126977,https://web.archive.org/web/20201104103407/https://twitter.com/scottmelker/status/1323936475289948166
Tradermayne,1323435274756448300,2020-11-03,user deleted,Just did preform out before the gym for the first time in like 10 years. Heart rate currently 240 BPM. Smashing everything.,https://web.archive.org/web/20201103012228/https://twitter.com/Tradermayne/status/1323435274756448256
scottmelker,1323370170182750200,2020-11-02,user deleted,"You are the weakest troll in my feed. If you are going to attempt to insult me in each thread, be more creative. Since you do not entertain me, I will be forced to block you.",https://web.archive.org/web/20201102220402/https://twitter.com/scottmelker/status/1323370170182750210
scottmelker,1320856306589278200,2020-10-26,user deleted,Yes. She owns a successful internet marketing agency and is a bad ass.,https://web.archive.org/web/20201026223529/https://twitter.com/scottmelker/status/1320856306589278208
scottmelker,1320106539374477300,2020-10-24,user deleted,Just dug up a treasure trove of @EmiMelker modeling photos from the mid 2000s and I’m very tempted to start sharing them.,https://web.archive.org/web/20201024205514/https://twitter.com/scottmelker/status/1320106539374477312
scottmelker,1319767058440216600,2020-10-23,user deleted,"Closing is officially Monday am, but everything is signed and money is out the door after going to multiple banks to split the transaction.",https://web.archive.org/web/20201023222619/https://twitter.com/scottmelker/status/1319767058440216576
Tradermayne,1318433956627243e3,2020-10-20,user deleted,I know @CryptoGainz1 remembers waking up to this commercial at 2am after falling asleep on the couch. Anyone else? https://youtu.be/JkxNLeKGr4M,https://web.archive.org/web/20201020060905/https://twitter.com/Tradermayne/status/1318433956627243009
scottmelker,1318650093319446500,2020-10-20,user deleted,"Same. I just discussed this at length on a live stream. No guarantees, but this is a major resistance for Bitcoin Dominance. pic.twitter.com/RJTSz9wTYV",https://web.archive.org/web/20201020202807/https://twitter.com/scottmelker/status/1318650093319446528
scottmelker,1318273763360866300,2020-10-19,user deleted,Yes. https://twitter.com/cryptofitch/status/1318273380571926528,https://web.archive.org/web/20201019193232/https://twitter.com/scottmelker/status/1318273763360866309
scottmelker,1317619313147261e3,2020-10-18,user deleted,Pre sale and private sale are two different things lol. You guys are bananas.,https://web.archive.org/web/20201018001208/https://twitter.com/scottmelker/status/1317619313147260931
scottmelker,1317618813454745600,2020-10-18,user deleted,@cryptofitch You gotta see where this led.,https://web.archive.org/web/20201018001047/https://twitter.com/scottmelker/status/1317618813454745601
scottmelker,1317618813454745600,2020-10-18,user deleted,I got my screenshot before you realize!,https://web.archive.org/web/20201018001047/https://twitter.com/scottmelker/status/1317618813454745601
scottmelker,1317618538706849800,2020-10-18,user deleted,"LOL you literally just posted a photo of necrophilia spelled correctly, as I said, and spelled it “necrophila,” like him.",https://web.archive.org/web/20201018000921/https://twitter.com/scottmelker/status/1317618538706849792
scottmelker,1317615621752979500,2020-10-17,user deleted,"There's Necrophilia, and Necrophiliac. But a Necrophila is not a thing.",https://web.archive.org/web/20201017235722/https://twitter.com/scottmelker/status/1317615621752979456
scottmelker,1317615035447988200,2020-10-17,user deleted,That's not actually a word.,https://web.archive.org/web/20201017235452/https://twitter.com/scottmelker/status/1317615035447988226
scottmelker,1317613960749813800,2020-10-17,user deleted,Tell those cops your mom came with me willingly and to back off.,https://web.archive.org/web/20201017235039/https://twitter.com/scottmelker/status/1317613960749813760
Tradermayne,1317208398056714200,2020-10-16,user deleted,Maybe it’s because the quality of play is drastically different? Have you watched a WNBA game?,https://web.archive.org/web/20201016205909/https://twitter.com/Tradermayne/status/1317208398056714242
scottmelker,1316729022815121400,2020-10-15,user deleted,"I was in the presale, so a large portion of my tokens are still locked. I have not even received them. But the performance has obviously been a disappointment.",https://web.archive.org/web/20201015132613/https://twitter.com/scottmelker/status/1316729022815121409
scottmelker,1316689976873177e3,2020-10-15,user deleted,Be careful out there. https://twitter.com/utu_trust/status/1316653113374248960,https://web.archive.org/web/20201015103920/https://twitter.com/scottmelker/status/1316689976873177088
Tradermayne,1315170228314140700,2020-10-11,user deleted,pic.twitter.com/Gmc3JkZ6kJ,https://web.archive.org/web/20201011060000/https://twitter.com/Tradermayne/status/1315170228314140672
Tradermayne,13151435595619e5,2020-10-11,user deleted,The second picture is the man in the first picture after a gender transition surgery,https://web.archive.org/web/20201011041509/https://twitter.com/Tradermayne/status/1315143559561900042
scottmelker,1314986195324108800,2020-10-10,user deleted,The @Hadaradefi token sale is live. Details below. https://twitter.com/stackingusd/status/1314985775478571013,https://web.archive.org/web/20201010174946/https://twitter.com/scottmelker/status/1314986195324108801
Tradermayne,1314455993569341400,2020-10-09,user deleted,So chad https://www.youtube.com/watch?v=zZ8aqP2NWk8&ab_channel=dupie789,https://web.archive.org/web/20201009064203/https://twitter.com/Tradermayne/status/1314455993569341440
Tradermayne,1314010155537768400,2020-10-08,user deleted,I’m not making a political point here bro just a fact as to why this would be a pertinent race as both presidential candidates are old. But if you’re making an argument that Biden is the picture of health you are delusional.,https://web.archive.org/web/20201008011533/https://twitter.com/Tradermayne/status/1314010155537768454
scottmelker,1314247498836385800,2020-10-08,user deleted,I was in on the presale but have bought more on Uniswap.,https://web.archive.org/web/20201008165533/https://twitter.com/scottmelker/status/1314247498836385794
scottmelker,1312530552872788e3,2020-10-03,user deleted,⁦ @Hadaradefi ⁩ is giving away some money for content creation. Get on it if this is your thing. https://medium.com/@hadaradefi/hadara-content-creation-and-flash-quizzes-fd83a1cf1424,https://web.archive.org/web/20201004092617/https://twitter.com/scottmelker/status/1312530552872787968
scottmelker,1311654148098662400,2020-10-01,user deleted,"I invested in the $GIV presale. The initial DEX listing on @BalancerLabs just started 5 minutes ago. DYOR and dig into the project, it's impressive and promising. https://twitter.com/cryptolocally/status/1311319928784351235",https://web.archive.org/web/20201004110523/https://twitter.com/scottmelker/status/1311654148098662401
scottmelker,1305519356101697500,2020-09-14,user deleted,"Do you even podcast, bro? Yes, yes I do. And there's so much information here. https://www.thewolfofallstreets.io/podcast/",https://web.archive.org/web/20200914145227/https://twitter.com/scottmelker/status/1305519356101697537
scottmelker,1303449599731028e3,2020-09-08,user deleted,Fun fact. All of my childhood pets were named after characters in Rocky movies and Miami Vice.,https://web.archive.org/web/20200908214636/https://twitter.com/scottmelker/status/1303449599731027968
scottmelker,1303447888379478e3,2020-09-08,user deleted,"I am long, but obviously cognizant of the fact that another drop is possible, if not likely. - CME meme gap is still below, unfilled. - Daily RSI is yet to hit oversold. After a trip to overbought, oversold is somewhat inevitable eventually.",https://web.archive.org/web/20200908213941/https://twitter.com/scottmelker/status/1303447888379478016
scottmelker,1303323104182239200,2020-09-08,user deleted,Lol.,https://web.archive.org/web/20200908132435/https://twitter.com/scottmelker/status/1303323104182239232
Tradermayne,1302464217413378e3,2020-09-06,user deleted,Tomorrow night I kick off my first weekly $ETH live stream analysis in association with @PrimeXBT . Let's talk about #Ethereum and Chill! We start at 8pm EST. Join Prime by clicking here: https://youtu.be/gdQ1z-OjdyQ and use code: enter code to get a 50% deposit bonus.,https://web.archive.org/web/20200906043059/https://twitter.com/Tradermayne/status/1302464217413378049
scottmelker,1302223420332085200,2020-09-05,user deleted,You’ve definitely never heard me say “all in.” Ever.,https://web.archive.org/web/20200905124103/https://twitter.com/scottmelker/status/1302223420332085248
scottmelker,1302223420332085200,2020-09-05,user deleted,"I filled my bids at 10,500. What’s your point?",https://web.archive.org/web/20200905124103/https://twitter.com/scottmelker/status/1302223420332085248
scottmelker,1301906862032539600,2020-09-04,user deleted,"You are still liable. Even if you legitimately get hacked, you can write off the loss. It’s insanity.",https://web.archive.org/web/20200904153633/https://twitter.com/scottmelker/status/1301906862032539650
scottmelker,1301829503912685600,2020-09-04,user deleted,"$WAVES What a cool chart. Perfect spot for a reaction and bounce, right off the descending trend line. pic.twitter.com/UCG8ENIeEb",https://web.archive.org/web/20200904102910/https://twitter.com/scottmelker/status/1301829503912685569
Tradermayne,1301321310279069700,2020-09-03,user deleted,Don’t worry Canada in shambles as well https://twitter.com/bullyesq/status/1301316703452909569,https://web.archive.org/web/20200903005113/https://twitter.com/Tradermayne/status/1301321310279069696
scottmelker,1301583482951528400,2020-09-03,user deleted,They're not too close.,https://web.archive.org/web/20200903181113/https://twitter.com/scottmelker/status/1301583482951528448
Tradermayne,1300959708379971600,2020-09-02,user deleted,Simp *,https://web.archive.org/web/20200902005234/https://twitter.com/Tradermayne/status/1300959708379971584
Tradermayne,1300959057520410600,2020-09-02,user deleted,"No sing September bro stay strong. Drink milk, eat eggs and hit the gym. Stay strong king.",https://web.archive.org/web/20200902005007/https://twitter.com/Tradermayne/status/1300959057520410624
scottmelker,1300868719174877200,2020-09-01,user deleted,What's your point? I said it had more in the tank. I was publicly involved in the first mining of $YFL .,https://web.archive.org/web/20200901185131/https://twitter.com/scottmelker/status/1300868719174877184
scottmelker,1300431867871715300,2020-08-31,user deleted,"$WAVES Cop: We'll get him when he comes back in! Johnny Utah: He's not coming back. I can go all day with the ""Point Break"" references. Waves looks amazing, the quote applies. pic.twitter.com/l0v4h3pTAh",https://web.archive.org/web/20200831135504/https://twitter.com/scottmelker/status/1300431867871715329
scottmelker,1299422121932796e3,2020-08-28,user deleted,$WAVES Time to go surf these waves like Bodhi and Johnny Utah. Vaya Con Dios. pic.twitter.com/ajZyzjhSyX,https://web.archive.org/web/20200828190251/https://twitter.com/scottmelker/status/1299422121932795905
scottmelker,1299289894754414600,2020-08-28,user deleted,Anytime I see an @SBF_Alameda investment I pay attention. And upbots just did an integration with @RealHxro .,https://web.archive.org/web/20200828101734/https://twitter.com/scottmelker/status/1299289894754414597
scottmelker,1296270889940639700,2020-08-20,user deleted,Can’t wait for this tomorrow. https://twitter.com/coinmarketcap/status/1296270543935733762,https://web.archive.org/web/20200820022558/https://twitter.com/scottmelker/status/1296270889940639744
Tradermayne,1296156795744825300,2020-08-19,user deleted,"$Crypto We've been going up nearly vertically for 4+ months. If you are HTF bullish, these are the types of days you want to pay attention on. I'm not saying to blindly buy the dip but bulls want to buy red candles into support, not chase rallies.",https://web.archive.org/web/20200819184723/https://twitter.com/Tradermayne/status/1296156795744825344
scottmelker,1.2955178976039199e+18,2020-08-18,user deleted,The CFTC is pretty clear regarding pump and dump schemes in crypto. https://www.cftc.gov/sites/default/files/2019-12/customeradvisory_pumpdump0218.pdf,https://web.archive.org/web/20200818002842/https://twitter.com/scottmelker/status/1295517897603919873
scottmelker,1295461313297227800,2020-08-17,user deleted,"Classic words in trading and investing, even from a billionaire... “I should have bought more.” Hindsight is 20/20, you can’t change the past. https://twitter.com/paultudorjone/status/1295402106082537472",https://web.archive.org/web/20200817204356/https://twitter.com/scottmelker/status/1295461313297227777
scottmelker,1295389225320435700,2020-08-17,user deleted,I wonder how effective the green hammer is as a personal defense device in jail?,https://web.archive.org/web/20200817155726/https://twitter.com/scottmelker/status/1295389225320435713
scottmelker,1295351768612774e3,2020-08-17,user deleted,"Buffett's announcement nailed the top on gold. Again. A year ago, Buffett could have bought Barrick for $11.50. In April, for $12.61. $26.99 today. Buffett was a huge contrarian indicator on gold in 1998 and 2009. Perhaps Buffett provides another one now? We shall see.",https://web.archive.org/web/20200817132853/https://twitter.com/scottmelker/status/1295351768612773888
Tradermayne,1294300957002457e3,2020-08-14,user deleted,@TheTradeSlinger Hey bro DM?,https://web.archive.org/web/20200814155351/https://twitter.com/Tradermayne/status/1294300957002457088
scottmelker,1294287101387833300,2020-08-14,user deleted,$WAVES That is quite a weekly candle so far. Clean break of the ascending channel and currently at a key resistance level. Would be great to see that broken and retested as support on a weekly candle. pic.twitter.com/9rMPThx8pT,https://web.archive.org/web/20200814145826/https://twitter.com/scottmelker/status/1294287101387833345
scottmelker,1292505427612246e3,2020-08-09,user deleted,"When I bought back, I did not post it on twitter because it has nothing to do with price or chart. Would not want to compel people to follow. Kind of a no win situation when people expect to know everything you do at every turn.",https://web.archive.org/web/20200809165824/https://twitter.com/scottmelker/status/1292505427612246019
scottmelker,1292505149265649700,2020-08-09,user deleted,I do understand and said openly it was a bad call at the time. I apologize if this was confusing. You follow my LINK calls closely. I post hundreds of charts. I don’t update every single thing I post on Twitter.,https://web.archive.org/web/20200809165722/https://twitter.com/scottmelker/status/1292505149265649664
scottmelker,1291051010501292e3,2020-08-05,user deleted,I called @emimelker to tell her what was happening from the studio hallway and walked around the corner and ran face first into a large man - it was Rick Ross.,https://web.archive.org/web/20200805163903/https://twitter.com/scottmelker/status/1291051010501292034
Tradermayne,1290108541282345e3,2020-08-03,user deleted,Ya thought the nice route was the move but then he continued to be a huge D-bag,https://web.archive.org/web/20200803021353/https://twitter.com/Tradermayne/status/1290108541282344961
scottmelker,1282275764948410400,2020-07-12,user deleted,"We pulled our kid from swimming lessons at the beginning of the pandemic. She started teaching again 3 weeks ago, but we did not go back. She now has covid.",https://web.archive.org/web/20200712113501/https://twitter.com/scottmelker/status/1282275764948410368
scottmelker,1281645950625173500,2020-07-10,user deleted,My $ERD trade is going to pay for my kids to go to Harvard online.,https://web.archive.org/web/20200710190106/https://twitter.com/scottmelker/status/1281645950625173506
scottmelker,1281521788099453e3,2020-07-10,user deleted,$ERD is now up 5x from entry. It hit almost 6x over night. Wow.,https://web.archive.org/web/20200710094532/https://twitter.com/scottmelker/status/1281521788099452930
scottmelker,1280664875853844500,2020-07-08,user deleted,The United States just had it's highlest daily death number for Covid-19 in a month. Just under 1000.,https://web.archive.org/web/20200708004754/https://twitter.com/scottmelker/status/1280664875853844482
scottmelker,1280595026230358e3,2020-07-07,user deleted,$ERD If only someone had a newsletter and pushed Elrond hard at 22 sats and continued to show trades for it as it did over a 4x. That would be cool. https://www.getrevue.co/profile/TheWolfDen/members pic.twitter.com/vEZoaXeLul,https://web.archive.org/web/20200707210504/https://twitter.com/scottmelker/status/1280595026230358016
scottmelker,1279088770457927700,2020-07-03,user deleted,Vote for Pedro. https://twitter.com/binance/status/1279057491066671104,https://web.archive.org/web/20200703163629/https://twitter.com/scottmelker/status/1279088770457927681
scottmelker,1277650966817497e3,2020-06-29,user deleted,"I thought “say hello to my little fren,” but the dude, not the gun.",https://web.archive.org/web/20200629171824/https://twitter.com/scottmelker/status/1277650966817497090
scottmelker,1277044054132510700,2020-06-28,user deleted,You’ve become a lot less friendly.,https://web.archive.org/web/20200628010803/https://twitter.com/scottmelker/status/1277044054132510721
scottmelker,1276535101912952800,2020-06-26,user deleted,"$CHZ I drew this weeks ago, have to follow my plan and enter here on this test of support at 134. I am in at 133, want to see it bounce and head back up to the target. This is my favorite setup at the moment, stop below the ascending pink line. pic.twitter.com/ra3ZFwqZMk",https://web.archive.org/web/20200626153033/https://twitter.com/scottmelker/status/1276535101912952833
scottmelker,1276527808324546600,2020-06-26,user deleted,The Wolf Den just went out to paid subscribers with a few trade ideas and a warning to proceed with caution while Bitcoin is shaky. $ARN was one of 2 trades I shared yesterday... Today I charted $ARN $BTC $CHZ $EOS $LTC $PNT $WRX with potential setups. https://www.getrevue.co/profile/TheWolfDen/issues/the-wolf-den-67-trade-ideas-but-proceed-with-caution-257335,https://web.archive.org/web/20200626150548/https://twitter.com/scottmelker/status/1276527808324546562
scottmelker,1275532861676957700,2020-06-23,user deleted,Tonight I am interviewing @bitcoinzay for the podcast. Tomorrow I am interviewing @RichardHeartWin . Anything you want to know?,https://web.archive.org/web/20200623210331/https://twitter.com/scottmelker/status/1275532861676957696
scottmelker,1275392643711864800,2020-06-23,user deleted,This is a hell of a thread. https://twitter.com/aslavitt/status/1275261089165594625,https://web.archive.org/web/20200623114328/https://twitter.com/scottmelker/status/1275392643711864832
scottmelker,1274714091760881700,2020-06-21,user deleted,Teach your kids to save their money and that they can anything. https://twitter.com/cryptocoley/status/1274713623433265152,https://web.archive.org/web/20200621144452/https://twitter.com/scottmelker/status/1274714091760881667
scottmelker,1274384528749068300,2020-06-20,user deleted,I know you are but what am I?,https://web.archive.org/web/20200620165808/https://twitter.com/scottmelker/status/1274384528749068296
scottmelker,1274378236072427500,2020-06-20,user deleted,They’re down on the year.,https://web.archive.org/web/20200620163921/https://twitter.com/scottmelker/status/1274378236072427521
scottmelker,1273642805651439600,2020-06-18,user deleted,"The Wolf Den just went out to paid subscribers with my thoughts on Bitcoin, Altcoin trades, news on markets, member chart requests and far more. $15 a month. Side note - $AGI, $CHZ and $ERD all went NUTS. They were shared in Tuesday's free issue. https://t.co/b0VAoE0NxT",https://web.archive.org/web/20200618154442/https://twitter.com/scottmelker/status/1273642805651439617
scottmelker,1273554721400291300,2020-06-18,user deleted,$CHZ is ripping. This was another setup shared in Tuesday’s free newsletter. https://www.getrevue.co/profile/TheWolfDen https://twitter.com/scottmelker/status/1273241260346793984,https://web.archive.org/web/20200618095538/https://twitter.com/scottmelker/status/1273554721400291330
scottmelker,1273241577641709600,2020-06-17,user deleted,$AGI Same setup as $CHZ . Beautiful breakout from the ascending triangle and retest as support. I added more to my position at 210. pic.twitter.com/z7qs1r1aeN,https://web.archive.org/web/20200617131219/https://twitter.com/scottmelker/status/1273241577641709569
scottmelker,1273241260346794e3,2020-06-17,user deleted,$CHZ Going well. Price broke out of the ascending triangle and has retested the top as support. This should continue up towards the target. Lots of room to grow from here. pic.twitter.com/pselOvhyae,https://web.archive.org/web/20200617131332/https://twitter.com/scottmelker/status/1273241260346793984
scottmelker,1272940155876278300,2020-06-16,user deleted,"$CHZ Watching closely. Volume spiking as price approaches the key level at 134 - would signify a breakout from the ascending triangle. A break above would target 189 based on the depth of the triangle. If it's rejected a bounce off of support would be nice, doubt we get it. pic.twitter.com/6g21aqic7B",https://web.archive.org/web/20200616221344/https://twitter.com/scottmelker/status/1272940155876278274
scottmelker,1272855570765283300,2020-06-16,user deleted,"First target at 208 hit. Not bad, $AGI , not bad. https://twitter.com/scottmelker/status/1272628756163723266",https://web.archive.org/web/20200616114846/https://twitter.com/scottmelker/status/1272855570765283328
scottmelker,1272628756163723300,2020-06-15,user deleted,"$AGI Beautiful ascending triangle forming. The first target is the top of the triangle at 208. If it flips 208 to support, the target based on the depth of the triangle is 274. Lots of room to make money on this pair if Bitcoin behaves. pic.twitter.com/FWYhSnl4eN",https://web.archive.org/web/20200615204025/https://twitter.com/scottmelker/status/1272628756163723266
scottmelker,1271102404444991500,2020-06-11,user deleted,Charts included in this issue: $BAND $BCPT $BOLT $BQX $BTC $CELR $DLT $FUN $IOTX $KNC $LTC $MATIC $NIMIQ $POWR $RDD $REN $ROKU $TFUEL $TNB $USDZAR $VIBE $ZIL Huge thanks to @investvoyager and @Phemex_official for sponsoring! https://www.getrevue.co/profile/TheWolfDen/members,https://web.archive.org/web/20200611154644/https://twitter.com/scottmelker/status/1271102404444991489
scottmelker,1270709758807478300,2020-06-10,user deleted,"2017 - Retail led the crypto bull run, with the institutions sitting on the sidelines. 2019 - Retail is leading the stock market bull run, with the institutions sitting on the sidelines. Also 2019 - Institutional money is leading the crypto rise. https://finance.yahoo.com/news/fidelity-says-third-big-institutions-123218608.html",https://web.archive.org/web/20200610133110/https://twitter.com/scottmelker/status/1270709758807478272
scottmelker,1268642784115937300,2020-06-04,user deleted,I have received 13 DMs today that are simply a cashtag and a question mark. $COTI ? $BTT ? $ENJ ? How should someone respond to these?,https://web.archive.org/web/20200604204753/https://twitter.com/scottmelker/status/1268642784115937291
scottmelker,1268621154207629300,2020-06-04,user deleted,"Well, Coinbase just lost @nntaleb as a customer. He probably made the wise decision to move to @investvoyager. https://t.co/yaNAhoqX9k",https://web.archive.org/web/20200604191027/https://twitter.com/scottmelker/status/1268621154207629315
scottmelker,1267815141678014500,2020-06-02,user deleted,$ERD Short story. A man drew a line. Price followed. pic.twitter.com/X5EXB9cY22,https://web.archive.org/web/20200602234009/https://twitter.com/scottmelker/status/1267815141678014465
scottmelker,126437792109713e4,2020-05-24,user deleted,"I shared $TFUEL again on Friday for a second move. It just did another 100%. I didn’t trade it, but some subscribers did. pic.twitter.com/uD1vN0rjCT",https://web.archive.org/web/20200524022744/https://twitter.com/scottmelker/status/1264377921097129984
scottmelker,1264331305057165300,2020-05-23,user deleted,"$COTI That's how it's supposed to look. Just like $ZIL the other day. A perfect retest of the range highs as support, to the sat, then rocket. pic.twitter.com/M8M94fDG3q",https://web.archive.org/web/20200524003846/https://twitter.com/scottmelker/status/1264331305057165317
scottmelker,1264331305057165300,2020-05-23,user deleted,$COTI Here is the COTI setup that I sent to subscribers of The Wolf Den Newsletter yesterday... We have been watching this one for the breakout and retest. https://www.tradingview.com/chart/COTIBTC/TxaxlLQw-COTI/,https://web.archive.org/web/20200524003846/https://twitter.com/scottmelker/status/1264331305057165317
scottmelker,1264331305057165300,2020-05-23,user deleted,"$COTI Accumulation, breakout, and retest of the range. This is a textbook long setup and entry. That blue range is a clear bottom. Looks to be consolidating now above support. This should absolutely fly. pic.twitter.com/BfXHrZq7zI",https://web.archive.org/web/20200524003846/https://twitter.com/scottmelker/status/1264331305057165317
scottmelker,1264235053095272400,2020-05-23,user deleted,"RT @TheCryptoDog: @CryptoCornelius @mikel420 @scottmelker I don't understand how so many people act like Asia doesn't exist, like it's not…",https://web.archive.org/web/20200523164139/https://twitter.com/scottmelker/status/1264235053095272450
scottmelker,1263256015186821e3,2020-05-20,user deleted,$TFUEL Damn. I charted this for a newsletter subscriber last Thursday and it did exactly what we hoped. Too bad I missed it myself. Join: https://www.getrevue.co/profile/TheWolfDen/members pic.twitter.com/Wer34XQv4W,https://web.archive.org/web/20200521000205/https://twitter.com/scottmelker/status/1263256015186821126
Tradermayne,1262469403649572900,2020-05-18,user deleted,We've added some new FREE features to our Discord at BTG @Trader_M4tt and I will be posting some BTC & FX trade setups as well as 1 livestream per week each You'll also get a FREE 3 day trial to the main Discord Join us here now: https://btg.iljmp.com/1/rsfsu,https://web.archive.org/web/20200518194949/https://twitter.com/Tradermayne/status/1262469403649572864
Tradermayne,1262466274929467400,2020-05-18,user deleted,We've added some new FREE features to our Discord at BTG @Trader_M4tt and I will be posting some BTC & FX trade setups as well as 1 livestream per week each You'll also get a FREE 3 day trial to the main Discord Join us here now: https://btg.iljmp.com/1/mchjm,https://web.archive.org/web/20200518194225/https://twitter.com/Tradermayne/status/1262466274929467392
scottmelker,1258509038897098800,2020-05-07,user deleted,Allowing a baby to watch tv is as bad for them as putting Mountain Dew in their bottle instead of milk.,https://web.archive.org/web/20200512172157/https://twitter.com/scottmelker/status/1258509038897098754
scottmelker,1258509038897098800,2020-05-07,user deleted,"That said, I have still never allowed my 1 year old to even look at a screen of any sort. Period.",https://web.archive.org/web/20200512172157/https://twitter.com/scottmelker/status/1258509038897098754
scottmelker,1256960629577048e3,2020-05-03,user deleted,Good thing he had all that extra NIKE cash,https://web.archive.org/web/20200508155031/https://twitter.com/scottmelker/status/1256960629577048066
scottmelker,1255441224984641500,2020-04-29,user deleted,@nat__top I stopped out of my short.,https://web.archive.org/web/20200429101807/https://twitter.com/scottmelker/status/1255441224984641536
Tradermayne,1.2498061062321439e+18,2020-04-13,user deleted,#Bitcoin If we go up and test the weekly open area and then sell off. this would sell-off be very similar to the $10.5k top. https://t.co/TGdR1fgMfZ,https://web.archive.org/web/20200413210610/https://twitter.com/Tradermayne/status/1249806106232143872
scottmelker,1249120144430960600,2020-04-11,user deleted,The free newsletter?,https://web.archive.org/web/20200411234233/https://twitter.com/scottmelker/status/1249120144430960641
scottmelker,1249118624788418600,2020-04-11,user deleted,Still sharing trades just not the second I take them.,https://web.archive.org/web/20200411233557/https://twitter.com/scottmelker/status/1249118624788418561
scottmelker,1.2491184423740001e+18,2020-04-11,user deleted,Thank you. It won’t change much. Just won’t be minute to minute updates.,https://web.archive.org/web/20200411233415/https://twitter.com/scottmelker/status/1249118442374004737
scottmelker,1249116849989656600,2020-04-11,user deleted,Really don’t want that responsibility.,https://web.archive.org/web/20200411232953/https://twitter.com/scottmelker/status/1249116849989656576
scottmelker,124911449822251e4,2020-04-11,user deleted,"Thanks. Not going to change much, just not going out of my way to update everyone the second I do something.",https://web.archive.org/web/20200411231849/https://twitter.com/scottmelker/status/1249114498222510081
scottmelker,1249111336149106700,2020-04-11,user deleted,It’s not changing much,https://web.archive.org/web/20200411230943/https://twitter.com/scottmelker/status/1249111336149106694
scottmelker,1249111300531085300,2020-04-11,user deleted,"Will still share, just not going to rush to do it the second I take a position.",https://web.archive.org/web/20200411231109/https://twitter.com/scottmelker/status/1249111300531085313
scottmelker,1249110552363683800,2020-04-11,user deleted,That’s the general kind of respond I get to every single tweet about a thread.,https://web.archive.org/web/20200411230847/https://twitter.com/scottmelker/status/1249110552363683844
scottmelker,1249109253756866600,2020-04-11,user deleted,People don’t care. They want to blindly copy people and then blame them. Context is all in my newsletter.,https://web.archive.org/web/20200411230456/https://twitter.com/scottmelker/status/1249109253756866560
scottmelker,1249107212355633200,2020-04-11,user deleted,"I’ve always shared every trade I take, when I take, it to be fully transparent. Not anymore. I will share analysis and some trades. There’s 0 upside to sharing everything and people seem to copy with no context. I will continue to share everything in the newsletter.",https://web.archive.org/web/20200411225150/https://twitter.com/scottmelker/status/1249107212355633157
scottmelker,1249075649232453600,2020-04-11,user deleted,"If I see some bull divs, I will be interested. Could happen soon.",https://web.archive.org/web/20200411204449/https://twitter.com/scottmelker/status/1249075649232453633
scottmelker,124907257541999e4,2020-04-11,user deleted,TRADES. The ones that are in profit. That I took under 6k. 4 times. I don’t exit investments. https://twitter.com/scottmelker/status/1249070487050780672,https://web.archive.org/web/20200411203221/https://twitter.com/scottmelker/status/1249072575419990016
scottmelker,1249070487050780700,2020-04-11,user deleted,Out of my bitcoin trades. 0 interest in this thing right now.,https://web.archive.org/web/20200411202429/https://twitter.com/scottmelker/status/1249070487050780672
